Rejection Checked,Rejection Found,Row #,FormattedAccuracy,ErrorCode
"If Attachment Control Number (2400 PWK06) is present, Attachment Transmission Code (2400 PWK02) must be BM, EM, FX, or FT. Attachment Control Number must be at least 2 characters, cannot exceed 50 characters and must contain valid characters. Valid characters are: 0-9, a-z, A-Z, -, space, comma, period, ), (, /, #, !, @, $, %, ^, &, +, =, _, \, |, ;, <, ?, {, }, [, ], and '.",Value of element BPR13 is incorrect. Expected value is from external code list - Canadian Bank Branch and Institution Number (91) when BPR12='04'.,1193,15%,0x3939320
"Attachment Control Number (2400 PWK06) is required when Attachment Transmission Code (2400 PWK02) equals BM, EL, EM, FT or FX. When present, Attachment Control Number must be between 2 and 50 characters in length and must contain valid characters. Valid characters are: 0-9, a-z, A-Z, -, space, comma, period, ), (, /, #, !, @, $, %, ^, &, +, =, _, \, |, ;, <, ?, {, }, [, ], and '.",Value of element BPR13 is incorrect. Expected value is from external code list - Canadian Bank Branch and Institution Number (91) when BPR12='04'.,1194,19%,0x3939320
"When present, the Service From (2400 DTP03) date must be:
- a valid date (all private LOBs)",Value of element DTP03 (Disability From Date) is incorrect. Expected value is Date in format 'CCYYMMDD' when DTP02 ='D8'. Segment [dpe.rec.gdl.id] is defined in the guideline at position [dpe.rec.gdl.sq].{br}{br}This error was detected at:{br}{tab}Segment,1195,38%,0x3939386
Date Of Service must be on or after the Effective Date of the Plan.,Value of element DTP03 (Date - Service Date) is incorrect. Start date of period may not be after end date. Expected value is Date in format 'CCYYMMDD-CCYYMMDD' when DTP02 ='RD8'. Segment [dpe.rec.gdl.id] is defined in the guideline at position [dpe.rec.gd,1196,79%,0x3939387
"If the service date from field is not a valid date, ""Service From Date Invalid"" will display.
If the service date from field is greater than current date, ""Service From Date Must be Less Than or Equal to Current Date"" will display.","Value of element [dpe.rec.gdl.id][dpe.gdl.sq] is incorrect. The value seems to be a local code from external code list 130 - HCPCS, Level III. According to HIPAA regulations, local codes should not be used after compliance date. Segment [dpe.rec.gdl.id] i",1197,41%,0x393934B
"When present, the Service To Date must be:
- a valid date
- less than or equal to the current date",Value of element DTP03 (Claim Service Date) is incorrect. Value for date or start period date is expected to be a date earlier than the Transaction Creation Date.,1198,53%,0x3939388
"If the service to date is not a valid date, ""Service To Date Invalid"" will display.
If the service to date is greater than current date, ""Service To Date Must be Less Than or Equal to Current Date"" will display.
If the service from date is greater than the service to date, ""Statement To Date Must Be >= Statement From Date"" will display.",Value of element DTP03 (Claim Service Date) is incorrect. Value for date or start period date is expected to be a date earlier than the Transaction Creation Date.,1199,51%,0x3939388
"If Present, the Line Item Control Number (2400 REF02 6R) cannot exceed 30 chars in length, must be AlphaNumeric, and must be Unique on all Detail Lines in the claim.",Value of element REF02 (Line Item Control Number) has been already used in loop 2300. Line Item Control Numbers are expected to have unique values within loop 2300. Segment [dpe.rec.gdl.id] is defined in the guideline at position [dpe.rec.gdl.sq].{br}{br},1200,47%,0x3939420
"If Present, the Repriced Line Ref ID (2400 REF02 9B) cannot exceed 50 chars in length and must be AlphaNumeric. Valid characters are: 0-9, a-z, A-Z, -, space, comma, period, ), (, /, #, !, @, $, %, ^, &, +, =, _, \, |, ;, <, ?, {, }, [, ], and '.",Value of element REF02 (Referring CLIA Facility Identification) is incorrect. Expected value is CLIA number (format is '10 characters where the third character is 'D''). Segment [dpe.rec.gdl.id] is defined in the guideline at position [dpe.rec.gdl.sq].{br,1201,17%,0x3939381
"If Present, the Adjusted Repriced Line Ref ID (2400 REF02 9D) cannot exceed 50 chars in length and must be AlphaNumeric. Valid characters are: 0-9, a-z, A-Z, -, space, comma, period, ), (, /, #, !, @, $, %, ^, &, +, =, _, \, |, ;, <, ?, {, }, [, ], and '.",Value of element REF02 (Referring CLIA Facility Identification) is incorrect. Expected value is CLIA number (format is '10 characters where the third character is 'D''). Segment [dpe.rec.gdl.id] is defined in the guideline at position [dpe.rec.gdl.sq].{br,1202,16%,0x3939381
"If present, Service Tax Amount (2400 AMT02 GT) must be Numeric, Must be >= 0, <= $99,999,999.99, and cannot exceed 2 decimal positions.","Segment DTP (Date - Acute Manifestation) is missing. It is expected to be used when CR208 is 'A' or 'M' in loop 2300, claim involves spinal manipulation, and payer is Medicare.{br}{br}This segment was expected after:{br}{tab}Segment Count: [dpe.dc]{br}{ta",1203,26%,0x3938AEA
"For Medicaid & Commercial, if present, the Facility Tax Amount (2400 AMT02 N8) must be numeric and greater than zero.",Segment REF (Service Facility Location Secondary Identification) is used. It is not expected to be used when National Provider ID is mandated for use and NM109 is used. Segment [dpe.gdl.id] is defined in the guideline at position [dpe.gdl.sq].{br}{br}This,1204,30%,0x3938B78
HCP segment is not allowed on Medicare claims ,Value of element [dpe.rec.gdl.id][dpe.gdl.sq] is incorrect. It does not follow any allowed usage patterns for [dpe.rec.gdl.id] segments. Segment [dpe.rec.gdl.id] is defined in the guideline at position [dpe.rec.gdl.sq].{br}{br}This error was detected at:{,1205,67%,0x3939436
"Pricing Methodology (2400 HCP01) is Required when Line Pricing/Repricing Information (2400 HCP) Segment is Present. If Pricing Methodology is Present, must be a Valid Value (00,01,02,03,04,05,06,07,08,09,10,11,12,13,14).",Value of element SBR01 is incorrect. Primary payer is not specified (elements SBR01 in loops 2000B/2320 do not have 'P' value). It is expected to be used when other payers are known to be involved. Segment [dpe.rec.gdl.id] is defined in the guideline at p,1206,38%,0x3939460
"Allowed Amount (2400 HCP02) is Required when Line Pricing/Repricing Information (2400 HCP) Segment is Present.
If Allowed Amount is Present, must be Numeric and <= $99,999,999.99.",Segment DMG (Subscriber Demographic Information) is missing. It is required when Subscriber is the Patient and Primary Search Option is utilized.,1207,36%,0x3938B32
"If Savings Amount (2400 HCP03) is Present, must be Numeric and <= $99,999,999.99.",Element CR110 is used. It should not be used when segment CRC (Ambulance Certification Information) is not used with CRC02 as 'N' and CRCxx as '04'.,1208,31%,0x3939318
"If Present, the Repricing Org ID (2400 HCP04) cannot exceed 50 chars in length and must be AlphaNumeric. Valid characters are: 0-9, a-z, A-Z, -, space, comma, period, ), (, /, #, !, @, $, %, ^, &, +, =, _, \, |, ;, <, ?, {, }, [, ], and '.",Value of element SBR01 has been already used in loops 2000B/2300. Elements SBR01 are expected to be different from SBR01 specified in loop 2000B and to have unique values within loop 2300 excluding 'U' value. Segment [dpe.rec.gdl.id] is defined in the gui,1209,13%,0x3939477
"If Present, the Pricing Rate (2400 HCP05) cannot exceed 9 chars in length.",Value of element PS101 is incorrect. It must match corresponding Purchased Service Provider Identifier in REF02 or NM109 in 2420B loop. Segment [dpe.rec.gdl.id] is defined in the guideline at position [dpe.rec.gdl.sq].{br}{br}This error was detected at:{b,1210,31%,0x3939421
"If Present, the Approved Drug Code (2400 HCP06) cannot exceed 50 chars in length and must be AlphaNumeric. Valid characters are: 0-9, a-z, A-Z, -, space, comma, period, ), (, /, #, !, @, $, %, ^, &, +, =, _, \, |, ;, <, ?, {, }, [, ], and '.",Value of sub-element SV101-02 is incorrect. Expected value is from external code list - Workers Compensation Specific Procedure and Supply Codes (576) when SV101-01='WK'. Segment [dpe.rec.gdl.id] is defined in the guideline at position [dpe.rec.gdl.sq].{b,1211,13%,0x3939649
"If Procedure Code (2400 HCP10) is present, Prod/Id Qual (2400 HCP09) is required.",Value of sub-element SVC01-02 is incorrect. Expected value is from external code list - Workers Compensation Specific Procedure and Supply Codes (576) when SVC01-01='ER'.,1212,38%,0x3939649
"Unit/Basis For Measurement (2400 HCP11) is required when Approved Unit Or Inpatient Days (2400 HCP12) Required is present. When present, Unit/Basis for Measurement must be DA or UN.",Segment DTP (Date - Begin Therapy Date) is missing. It is required when certification for DMERC is included in this claim (PWK02 = 'AD').{br}{br}This segment was expected after:{br}{tab}Segment Count: [dpe.dc]{br}{tab}Character: [emp.cp],1213,43%,0x3938AFE
"Unit/Basis for Measurement (2400 HCP11) is Required when the Approved Service Units (2400 HCP12) are Present.
If Approved Service Units is Present, must be >= 0, <= 99,999.999 and not exceed 3 Decimal Places.",Value of element DTP03 (Date - Service Date) is incorrect. Start date of period may not be after end date. Expected value is Date in format 'CCYYMMDD-CCYYMMDD' when DTP02 ='RD8'. Segment [dpe.rec.gdl.id] is defined in the guideline at position [dpe.rec.gd,1214,30%,0x3939387
Repricing Approved Service Units (2400 HCP12) must be present when Unit Basis Code (2400 HCP11) is present.,Value of element REF01 is incorrect. Code '1A' can't be used when element NM108 (Service Provider Name) is 'BD',1215,29%,0x39393F5
"If Present, Reject Reason Code (2400 HCP13) Must Be a Valid Value (T1,T2,T3,T4,T5,T6)",Value of element ST01 (Transaction Set Identifier Code) does not match to value of element GS01 (Functional Identifier Code). Expected value of GS01 is 'BE' for this transaction type. ,1216,38%,0x3939440
"If Present, Policy Compliance Code (2400 HCP14) Must Be a Valid Value (1,2,3,4,5)",Value of element ST01 (Transaction Set Identifier Code) does not match to value of element GS01 (Functional Identifier Code). Expected value of GS01 is 'BE' for this transaction type. ,1217,38%,0x3939440
"If Present, Exception Code (2400 HCP15) Must Be a Valid Value (1,2,3,4,5,6)",Value of element ST01 (Transaction Set Identifier Code) does not match to value of element GS01 (Functional Identifier Code). Expected value of GS01 is 'BE' for this transaction type. ,1218,42%,0x3939440
"When present, National Drug Code (2410 LIN03) must contain only alphanumeric characters (no special characters or spaces). National Drug Code must also be length of 11. For commercial payers,  the NDC must be valid on the date of service of the claim.",Value of element DTP03 (Date - Service Date) is incorrect. Start date of period may not be after end date. Expected value is Date in format 'CCYYMMDD-CCYYMMDD' when DTP02 ='RD8'. Segment [dpe.rec.gdl.id] is defined in the guideline at position [dpe.rec.gd,1219,35%,0x3939387
Unit Count is required when the National Drug Code (2410 LIN03) is present.,Value of element LIN03 is incorrect. Expected value is from external code list - National Drug Code (240). Segment [dpe.rec.gdl.id] is defined in the guideline at position [dpe.rec.gdl.sq].{br}{br}This error was detected at:{br}{tab}Segment Count: [dpe.re,1220,54%,0x393933B
Unit Count (2410 CTP04) is required when National Drug Code (2410 LIN03) is present.,Value of sub-element EQ02-02 is incorrect. Expected value is from external code list - National Drug Code (240) when EQ02-01='N4'.,1221,43%,0x3939622
"Drug Identification Qual (2410 REF01) is required if Prescription Number (2410 REF02) present.
If Drug Identification Qual is present, it must be one of the following valid values: VY, XZ.",Value of element REF02 (Referring CLIA Facility Identification) is incorrect. Expected value is CLIA number (format is '10 characters where the third character is 'D''). Segment [dpe.rec.gdl.id] is defined in the guideline at position [dpe.rec.gdl.sq].{br,1222,34%,0x3939381
"Operating Provider Last Name (2420A NM103) is required when any portion of the 2420A segment is present. Operating Provider Last Name cannot be more than 60 characters. Valid characters are: 0-9, a-z, A-Z, -, space, comma, period, ), (, /, #, !, @, $, %, ^, &, +, =, _, \, |, ;, <, ?, {, }, [, ], and '.",Value of element NM109 is incorrect. Expected value is National Provider ID (format is '10 digits with optional '80840' prefix and last check digit') when NM108='XX'. Segment [dpe.rec.gdl.id] is defined in the guideline at position [dpe.rec.gdl.sq].{br}{b,1223,20%,0x39393B5
"When Operating Provider First Name (2420A NM104) is present, it cannot contain more than 35 characters. Valid characters are: 0-9, a-z, A-Z, -, space, comma, period, ), (, /, #, !, @, $, %, ^, &, +, =, _, \, |, ;, <, ?, {, }, [, ], and '.
For Medipak Advantage, the Operating Provider First Name (2420A NM104) is required when the Operating Provider Last Name (2420A NM103) is present.",Segment REF (Operating Physician Secondary Identification) is used. It is not expected to be used when National Provider ID is mandated for use and NM109 is used. Segment [dpe.gdl.id] is defined in the guideline at position [dpe.gdl.sq].{br}{br}This error,1224,21%,0x3938B78
"When Operating Provider Middle Name (2420A NM105) is present, it cannot contain more than 25 characters. Valid characters are: 0-9, a-z, A-Z, -, space, comma, period, ), (, /, #, !, @, $, %, ^, &, +, =, _, \, |, ;, <, ?, {, }, [, ], and '.",Loop 2100C (Provider Name) is used [emp.Count] times. It should not be used more than once after NPI is mandated for use.,1225,14%,0x3938C7A
"When Operating Provider Suffix (2420A NM107) is present, it cannot contain more than 10 characters. Valid characters are: 0-9, a-z, A-Z, -, space, comma, period, ), (, /, #, !, @, $, %, ^, &, +, =, _, \, |, ;, <, ?, {, }, [, ], and '.",Value of element REF02 (Information Receiver Secondary ID) is incorrect. Expected value is National Provider ID (format is '10 digits starting from 1-4 with optional '80840' prefix and last check digit') when REF01='HPI'.,1226,14%,0x3939390
"If present, the Operating Physician ID Qualifier (2420A REF01) must be 0B,1G,G2,LU.",Segment REF (Operating Physician Secondary Identification) is used. It is not expected to be used when National Provider ID is mandated for use and NM109 is used. Segment [dpe.gdl.id] is defined in the guideline at position [dpe.gdl.sq].{br}{br}This error,1227,50%,0x3938B78
"If the Operating Physician Second Id Qualifier (2420A REF01) is Present The ID (2420A REF02) must be present.
If the Operating Physician Second Id is Present The Qualifier must be present.",Segment REF (Operating Physician Secondary Identification) is used. It is not expected to be used when National Provider ID is mandated for use and NM109 is used. Segment [dpe.gdl.id] is defined in the guideline at position [dpe.gdl.sq].{br}{br}This error,1228,60%,0x3938B78
"If the Operating Physician’s Second Id (2420A REF02) contains ""1G"" (UPIN) and is present, and a Medicare claim: 
The Operating Physician’s Secondary ID Number (2420A REF02)must be in the following format: ANNNNN or AAANNN (where A is an alpha character and N is a number) or the claim will reject.",Segment REF (Operating Physician Secondary Identification) is used. It is not expected to be used when National Provider ID is mandated for use and NM109 is used. Segment [dpe.gdl.id] is defined in the guideline at position [dpe.gdl.sq].{br}{br}This error,1229,50%,0x3938B78
"Other Operating Provider Last Name (2420B NM103) is required when any portion of the 2420B segment is present. Other Operating Provider Last Name cannot be more than 60 characters. Valid characters are: 0-9, a-z, A-Z, -, space, comma, period, ), (, /, #, !, @, $, %, ^, &, +, =, _, \, |, ;, <, ?, {, }, [, ], and '.",Segment REF (Other Operating Physician Secondary Identification) is used. It is not expected to be used when National Provider ID is mandated for use and NM109 is used. Segment [dpe.gdl.id] is defined in the guideline at position [dpe.gdl.sq].{br}{br}This,1230,21%,0x3938B78
"When Other Operating Provider First Name (2420B NM104) is present, it cannot contain more than 35 characters. Valid characters are: 0-9, a-z, A-Z, -, space, comma, period, ), (, /, #, !, @, $, %, ^, &, +, =, _, \, |, ;, <, ?, {, }, [, ], and '.
For Medipak Advantage, the Other Operating Provider First Name (2420B NM104) is required when the Other Operating Provider Last Name (2420B NM103) is present.",Segment REF (Other Operating Physician Secondary Identification) is used. It is not expected to be used when National Provider ID is mandated for use and NM109 is used. Segment [dpe.gdl.id] is defined in the guideline at position [dpe.gdl.sq].{br}{br}This,1231,24%,0x3938B78
"When Other Operating Provider Middle Name (2420B NM105) is present, it cannot contain more than 25 characters. Valid characters are: 0-9, a-z, A-Z, -, space, comma, period, ), (, /, #, !, @, $, %, ^, &, +, =, _, \, |, ;, <, ?, {, }, [, ], and '.","Value of element REF02 (Other Payer Referring Provider Secondary ID) is incorrect. Expected value is UPIN (format is '1 alpha and 5 digits; or one of the values RES000, VAD000, PHS000, RET000, INT000, SLF000, OTH000') when REF01='1G'. Segment [dpe.rec.gdl",1232,14%,0x3939392
"When Other Operating Provider Suffix (2420B NM107) is present, it cannot contain more than 10 characters. Valid characters are: 0-9, a-z, A-Z, -, space, comma, period, ), (, /, #, !, @, $, %, ^, &, +, =, _, \, |, ;, <, ?, {, }, [, ], and '.",Segment REF (Other Operating Physician Secondary Identification) is used. It is not expected to be used when National Provider ID is mandated for use and NM109 is used. Segment [dpe.gdl.id] is defined in the guideline at position [dpe.gdl.sq].{br}{br}This,1233,16%,0x3938B78
"If Present, the Other Operating Physician Qualifier Must be 0B,1G,G2, or LU.",Segment REF (Other Operating Physician Secondary Identification) is used. It is not expected to be used when National Provider ID is mandated for use and NM109 is used. Segment [dpe.gdl.id] is defined in the guideline at position [dpe.gdl.sq].{br}{br}This,1234,58%,0x3938B78
"If the Other Operating Physician Second Id Qualifier (2420B REF01) is Present The ID (2420B REF02) must be present.
If the Other Operating Physician Second Id is Present The Qualifier must be present.",Segment REF (Other Operating Physician Secondary Identification) is used. It is not expected to be used when National Provider ID is mandated for use and NM109 is used. Segment [dpe.gdl.id] is defined in the guideline at position [dpe.gdl.sq].{br}{br}This,1235,62%,0x3938B78
"Rendering Provider Last Name (2420C NM103) is required when any portion of the 2420C segment is present. Rendering Provider Last Name cannot be more than 60 characters. Valid characters are: 0-9, a-z, A-Z, -, space, comma, period, ), (, /, #, !, @, $, %, ^, &, +, =, _, \, |, ;, <, ?, {, }, [, ], and '.",Value of element REF02 (Rendering Provider Secondary ID) is incorrect. Expected value is National Provider ID (format is '10 digits with optional '80840' prefix and last check digit') when REF01='HPI'.,1236,20%,0x3939390
"When Rendering Provider First Name (2420C NM104) is present, it cannot contain more than 35 characters. Valid characters are: 0-9, a-z, A-Z, -, space, comma, period, ), (, /, #, !, @, $, %, ^, &, +, =, _, \, |, ;, <, ?, {, }, [, ], and '.
For Medipak Advantage, the Rendering Provider First Name (2420C NM104) is required when the Rendering Provider Last Name (2420C NM103) is present.",Loop 2310B (Rendering Provider Name) is missing. It is expected to be used when loop 2420A is used with the same value in every loop 2400.{br}{br}This loop was expected after:{br}{tab}Segment Count: [dpe.dc]{br}{tab}Character: [emp.cp],1237,24%,0x3938C58
"When Rendering Provider Middle Name (2420C NM105) is present, it cannot contain more than 25 characters. Valid characters are: 0-9, a-z, A-Z, -, space, comma, period, ), (, /, #, !, @, $, %, ^, &, +, =, _, \, |, ;, <, ?, {, }, [, ], and '.",Value of element REF02 (Rendering Provider Secondary ID) is incorrect. Expected value is National Provider ID (format is '10 digits with optional '80840' prefix and last check digit') when REF01='HPI'.,1238,14%,0x3939390
"When Rendering Provider Suffix (2420C NM107) is present, it cannot contain more than 10 characters. Valid characters are: 0-9, a-z, A-Z, -, space, comma, period, ), (, /, #, !, @, $, %, ^, &, +, =, _, \, |, ;, <, ?, {, }, [, ], and '.",Value of element REF02 (Rendering Provider Secondary ID) is incorrect. Expected value is National Provider ID (format is '10 digits with optional '80840' prefix and last check digit') when REF01='HPI'.,1239,16%,0x3939390
"If Present, the Rendering Provider Secondary ID Qualifier (2420C REF01) must be OB,1G,G2.",Segment REF (Rendering Provider Secondary Identification) is used. It is not expected to be used when National Provider ID is mandated for use and NM109 is used. Segment [dpe.gdl.id] is defined in the guideline at position [dpe.gdl.sq].{br}{br}This error ,1240,54%,0x3938B78
"If the Rendering Provider Second Id Qualifier (2420C REF01) is Present The ID (2420C REF02) must be present.
If the Rendering Provider Second Id is Present The Qualifier must be present.",Segment REF (Rendering Provider Secondary Identification) is used. It is not expected to be used when National Provider ID is mandated for use and NM109 is used. Segment [dpe.gdl.id] is defined in the guideline at position [dpe.gdl.sq].{br}{br}This error ,1241,60%,0x3938B78
"Referring Provider Last Name (2420D NM103) is required when any portion of the 2420D segment is present. Referring Provider Last Name cannot be more than 60 characters. Valid characters are: 0-9, a-z, A-Z, -, space, comma, period, ), (, /, #, !, @, $, %, ^, &, +, =, _, \, |, ;, <, ?, {, }, [, ], and '.","Value of element REF02 (Referring Provider Secondary ID) is incorrect. Expected value is UPIN (format is '1 alpha and 5 digits; or one of the values RES000, VAD000, PHS000, RET000, INT000, SLF000, OTH000') when REF01='1G'. Segment [dpe.rec.gdl.id] is defi",1242,20%,0x3939392
"When Referring Provider First Name (2420D NM104) is present, it cannot contain more than 35 characters. Valid characters are: 0-9, a-z, A-Z, -, space, comma, period, ), (, /, #, !, @, $, %, ^, &, +, =, _, \, |, ;, <, ?, {, }, [, ], and '.
For Medipak Advantage, the Referring Provider First Name (2420D NM104) is required when the Referring Provider Last Name (2420D NM103) is present.",Loop 2420F (Referring Provider Name) is used. It should not be used when loop 2310A is used with the same information.,1243,24%,0x3938C72
"When Referring Provider Middle Name (2420D NM105) is present, it cannot contain more than 25 characters. Valid characters are: 0-9, a-z, A-Z, -, space, comma, period, ), (, /, #, !, @, $, %, ^, &, +, =, _, \, |, ;, <, ?, {, }, [, ], and '.","Value of element REF02 (Referring Provider Secondary ID) is incorrect. Expected value is UPIN (format is '1 alpha and 5 digits; or one of the values RES000, VAD000, PHS000, RET000, INT000, SLF000, OTH000') when REF01='1G'. Segment [dpe.rec.gdl.id] is defi",1244,14%,0x3939392
"When Referring Provider Suffix (2420D NM107) is present, it cannot contain more than 10 characters. Valid characters are: 0-9, a-z, A-Z, -, space, comma, period, ), (, /, #, !, @, $, %, ^, &, +, =, _, \, |, ;, <, ?, {, }, [, ], and '.",Value of element REF02 (Information Receiver Secondary ID) is incorrect. Expected value is National Provider ID (format is '10 digits starting from 1-4 with optional '80840' prefix and last check digit') when REF01='HPI'.,1245,14%,0x3939390
2019122032 - 08/22/19 - mdf - 2310A Referring Provider NPI Cannot be the Same as 2420F Referring Provider NPI for prynum PASSE,Segment PRV (Billing Provider Specialty Information) is used. It cannot be used when every claim has one of the following loops - 2310B or 2310D.,1246,45%,0x3938B81
"If Present, the Referring Provider Secondary ID Qualifier (2420D REF01) Must be OB,1G, or G2.",Segment REF (Referring Provider Secondary Identification) is used. It is not expected to be used when National Provider ID is mandated for use and NM109 is used. Segment [dpe.gdl.id] is defined in the guideline at position [dpe.gdl.sq].{br}{br}This error ,1247,53%,0x3938B78
"If the Referring Provider Second Id Qualifier (2420D REF01) is Present The ID (2420D REF02) must be present.
If the Referring Provider Second Id is Present The Qualifier must be present.",Segment REF (Referring Provider Secondary Identification) is used. It is not expected to be used when National Provider ID is mandated for use and NM109 is used. Segment [dpe.gdl.id] is defined in the guideline at position [dpe.gdl.sq].{br}{br}This error ,1248,60%,0x3938B78
Other Primary Payer ID (2430 SVD01) is required when Line Adjudication Information (2430 SVD) is present.,Value of element SBR01 is incorrect. Primary payer is not specified (elements SBR01 in loops 2000B/2320 do not have 'P' value). It is expected to be used when other payers are known to be involved. Segment [dpe.rec.gdl.id] is defined in the guideline at p,1249,50%,0x3939460
"The Service Line Paid Amount (2430 SVD02) is Required when Adjudication Information (2430 SVD) is Present.
If present, Service Line Paid Amount Must be >= 0, <= $99,999,999.99, and cannot exceed 2 decimal positions.",COB service line balancing is failed : charge amount (SV102) '[emp.ec_ServiceAmount]' does not equal sum of paid amount (SVD02) and all line adjustment amounts (CAS) '[emp.ec_AdjAmount]'. Segment [dpe.rec.gdl.id] is defined in the guideline at position [d,1250,42%,0x3938EDD
"If Total Charge (2400 SV203) and Payer Amount Paid (2430 SVD02) at COB Line level do not equal and Payer Amount Paid (2430 SVD02) is 0.00, this edit requires a completed CAS segment.",COB service line balancing is failed : charge amount (SV102) '[emp.ec_ServiceAmount]' does not equal sum of paid amount (SVD02) and all line adjustment amounts (CAS) '[emp.ec_AdjAmount]'. Segment [dpe.rec.gdl.id] is defined in the guideline at position [d,1251,55%,0x3938EDD
"Group Code (2430 CAS01), Reason Code (2430 CAS02) and Amount (2430 CAS03) are required when Service Line Paid Amount (2430 SVD02) and Line Charges (2400 SV102) not equal.",COB service line balancing is failed : charge amount (SV102) '[emp.ec_ServiceAmount]' does not equal sum of paid amount (SVD02) and all line adjustment amounts (CAS) '[emp.ec_AdjAmount]'. Segment [dpe.rec.gdl.id] is defined in the guideline at position [d,1252,39%,0x3938EDD
"When present, the Product/Service ID Qualifier (2430 SVD03-01) may only contain ER,HC,HP,IV,WK. ",Value of element CLM12 is incorrect. Value '[dpe.dat.vl]' may be used only for Medicaid claims. Segment [dpe.rec.gdl.id] is defined in the guideline at position [dpe.rec.gdl.sq].{br}{br}This error was detected at:{br}{tab}Segment Count: [dpe.rec.dc]{br}{t,1253,38%,0x39393E2
"Product/Service ID Qualifier (2430 SVD03-01) Required when Line Adjudication Information (2430 SVD) is Present.
If Present, Product/Service ID Qualifier Must be HC or HP.",Value of element HCP10 is incorrect. Expected value is from external code list - Home Infusion EDI Coalition (HIEC) Product/Service Code (513) when HCP09='IV'. Segment [dpe.rec.gdl.id] is defined in the guideline at position [dpe.rec.gdl.sq].{br}{br}This ,1254,39%,0x3939333
"If 2430 SVD03-1 Equals ZZ, Validate PROCEDURE/RUG Codes. Reference the NUBC Manual For Valid Codes.","Value '[dpe.dat.vl]' of sub-element [dpe.rec.gdl.id][dpe.par.gdl.sq]-[dpe.gdl.sq] requires at least one other specific status code to identify the missing, invalid or inconsistant information after [emp.ec_Date].",1255,27%,0x3939672
"If the 2430 SVD segment is present, Procedure Code (2430 SVD03-02) is required.
If Prod/Id Qual (2430 SVD03-01) = HP and Revenue Code (2430 SVD04) = 0022, Procedure Code (2430 SVD03-02) must be a valid RUG code for the Service From (2400 DTP03) and Service To (2400 DTP03) dates. If the Service dates are not present, the Code must be valid for the Statement From (2300 DTP03) and Statement To (2300 DTP03) dates.  Reference the NUBC Manual For Valid Codes.",Value of sub-element SVD03-05 has been already used. Procedure modifier codes are expected to be unique for every product/service. Segment [dpe.rec.gdl.id] is defined in the guideline at position [dpe.rec.gdl.sq].{br}{br}This error was detected at:{br}{ta,1256,40%,0x39395EE
"When the 2430 SVD segment is present, Procedure Code (2430 SVD03-02) is required.",Value of sub-element SVD03-03 is incorrect. Expected value is from external code list - Workers Compensation Specific Procedure and Supply Codes (576) when SVD03-01='ER'. Segment [dpe.rec.gdl.id] is defined in the guideline at position [dpe.rec.gdl.sq].{b,1257,62%,0x3939649
"If present, Modifier 1 (2430 SVD03-03) must be 2 characters in length.
If present, Modifier 1 must be a valid HCPCS Modifier.
When present, Modifier 1 must be a valid HCPCS Modifier (2430 SVD03-03) for Service From (2400 DTP03) and Service To (2400 DTP03) dates and/or Statement From (2300 DTP03) and Statement To (2300 DTP03) dates.
If the HCPCS Code (2430 SV302-2) is A0021-A0999, the Modifier will not be validated.
Do not allow multiple occurrences of the same procedure modifier",Value of sub-element SV101-04 has been already used. Procedure modifier codes are expected to be unique for every product/service. Segment [dpe.rec.gdl.id] is defined in the guideline at position [dpe.rec.gdl.sq].{br}{br}This error was detected at:{br}{ta,1258,38%,0x39395EE
"If present, Modifier 1 (2430 SVD03-03) must be present.
If present, Modifier 2 (2430 SVD03-04) must be 2 characters in length.
If present, Modifier 2 must be a valid HCPCS Modifier.
When present, Modifier 2 must be a valid HCPCS Modifier (2430 SVD03-04) for Service From (2400 DTP03) and Service To (2400 DTP03) dates and/or Statement From (2300 DTP03) and Statement To (2300 DTP03) dates.
If the HCPCS Code (2430 SV302-2) is A0021-A0999, the Modifier will not be validated.",Value of sub-element SV101-04 has been already used. Procedure modifier codes are expected to be unique for every product/service. Segment [dpe.rec.gdl.id] is defined in the guideline at position [dpe.rec.gdl.sq].{br}{br}This error was detected at:{br}{ta,1259,33%,0x39395EE
"If Modifier 3 (2430 SVD03-05) is present, Modifier 2 (2430 SVD03-04) must be present.
If present, Modifier 3 (2430 SVD03-05) must be 2 characters in length.
If present, Modifier 3 must be a valid HCPCS Modifier.
When present, Modifier 3 must be a valid HCPCS Modifier (2430 SVD03-05) for Service From (2400 DTP03) and Service To (2400 DTP03) dates and/or Statement From (2300 DTP03) and Statement To (2300 DTP03) dates.
If the HCPCS Code (2430 SV302-2) is A0021-A0999, the Modifier will not be validated.",Value of sub-element SVD03-05 has been already used. Procedure modifier codes are expected to be unique for every product/service. Segment [dpe.rec.gdl.id] is defined in the guideline at position [dpe.rec.gdl.sq].{br}{br}This error was detected at:{br}{ta,1260,38%,0x39395EE
